-1.030,0.333,-0.368,1.465,-21.973,10.437
-1.028,0.325,-0.372,3.967,-19.226,11.169
-1.038,0.312,-0.399,3.845,-17.700,13.245
-1.050,0.310,-0.414,1.099,-20.020,15.991
-1.040,0.297,-0.421,-2.930,-24.292,18.738
-1.045,0.295,-0.437,-6.775,-29.297,20.081
-1.040,0.289,-0.446,-11.780,-34.180,20.447
-1.049,0.289,-0.462,-17.883,-38.025,20.020
-1.046,0.304,-0.469,-24.475,-39.429,20.203
-1.013,0.308,-0.461,-30.090,-38.757,19.592
-1.060,0.311,-0.461,-31.616,-36.377,19.775
-1.015,0.301,-0.493,-30.151,-31.860,23.254
-0.979,0.273,-0.510,-30.396,-27.344,26.062
-1.006,0.269,-0.542,-31.494,-23.560,26.245
-1.016,0.281,-0.529,-33.875,-21.240,26.611
-1.067,0.252,-0.503,-35.339,-20.630,24.841
-1.161,0.243,-0.497,-33.752,-17.273,23.132
-1.141,0.221,-0.525,-31.067,-14.893,26.855
-1.154,0.206,-0.500,-32.898,-19.165,27.710
-1.172,0.215,-0.509,-32.288,-22.888,26.306
-1.206,0.215,-0.449,-30.823,-22.644,28.809
-1.110,0.228,-0.547,-30.579,-16.907,31.738
-1.072,0.234,-0.566,-29.602,-15.015,33.447
-1.056,0.243,-0.571,-28.381,-14.282,32.776
-1.048,0.235,-0.562,-27.954,-11.658,31.555
-1.056,0.218,-0.575,-28.320,-8.057,31.372
-1.052,0.190,-0.593,-28.992,-5.615,31.677
-1.077,0.166,-0.589,-28.687,-4.089,31.555
-1.112,0.152,-0.595,-27.771,-4.700,30.151
-1.156,0.137,-0.599,-25.146,-6.592,29.541
-1.171,0.108,-0.615,-21.606,-7.507,27.832
-1.176,0.120,-0.626,-19.714,-7.568,23.987
-1.177,0.156,-0.635,-18.555,-7.263,19.592
-1.177,0.202,-0.630,-16.541,-6.714,15.259
-1.188,0.241,-0.625,-13.184,-4.761,13.123
-1.183,0.258,-0.603,-10.803,-1.282,12.451
-1.178,0.237,-0.595,-8.362,3.052,12.451
-1.201,0.215,-0.606,-9.338,6.409,10.498
-1.220,0.194,-0.626,-11.353,9.033,9.338
-1.228,0.178,-0.642,-12.512,11.169,7.812
-1.233,0.172,-0.656,-11.841,13.855,6.042
-1.243,0.180,-0.654,-9.521,18.127,4.150
-1.249,0.193,-0.624,-5.798,22.095,2.563
-1.250,0.202,-0.599,-0.610,24.292,1.160
-1.244,0.207,-0.582,2.930,24.170,-0.305
-1.232,0.199,-0.574,4.333,22.400,-2.441
-1.220,0.202,-0.571,4.517,21.057,-4.272
-1.207,0.212,-0.559,4.883,19.775,-5.432
-1.198,0.228,-0.560,6.226,19.043,-6.531
-1.190,0.235,-0.554,8.118,18.005,-8.057
-1.179,0.227,-0.549,9.277,17.761,-10.620
-1.165,0.220,-0.547,9.338,18.738,-13.367
-1.157,0.218,-0.547,10.681,19.897,-14.771
-1.153,0.213,-0.543,12.146,20.569,-15.320
-1.153,0.211,-0.543,13.794,20.386,-16.113
-1.153,0.218,-0.532,15.686,20.569,-17.090
-1.146,0.214,-0.519,18.066,21.118,-17.578
-1.136,0.210,-0.523,19.958,21.301,-17.639
-1.130,0.211,-0.509,21.423,20.447,-18.066
-1.124,0.206,-0.498,22.034,20.264,-18.616
-1.117,0.204,-0.490,22.278,21.179,-18.677
-1.113,0.205,-0.484,22.217,20.874,-18.250
-1.108,0.204,-0.480,22.888,18.982,-17.883
-1.099,0.206,-0.470,24.231,16.968,-17.517
-1.092,0.207,-0.464,26.489,16.235,-17.090
-1.088,0.214,-0.459,27.832,15.625,-16.846
-1.085,0.223,-0.450,29.297,15.686,-16.846
-1.067,0.227,-0.438,31.738,16.785,-16.663
-1.042,0.226,-0.435,33.325,18.555,-15.869
-1.017,0.231,-0.436,32.349,20.691,-14.221
-1.004,0.234,-0.442,30.396,21.912,-12.756
-1.000,0.242,-0.443,27.466,20.508,-11.902
-1.000,0.250,-0.438,24.414,18.311,-10.925
-0.997,0.261,-0.421,22.217,16.296,-10.071
-0.992,0.262,-0.411,21.301,15.747,-9.521
-0.989,0.259,-0.410,20.935,15.625,-8.667
-0.986,0.255,-0.400,19.592,14.648,-7.812
-0.983,0.251,-0.399,17.639,13.977,-7.263
-0.980,0.252,-0.400,15.808,12.756,-6.592
-0.977,0.254,-0.402,14.282,11.292,-5.615
-0.981,0.257,-0.404,12.451,9.583,-5.127
-0.980,0.259,-0.399,11.108,7.446,-4.333
-0.980,0.255,-0.396,9.827,6.042,-3.357
-0.983,0.253,-0.390,8.118,4.761,-2.075
-0.985,0.249,-0.381,6.714,4.333,-0.854
-0.980,0.239,-0.375,5.554,4.395,0.366
-0.977,0.227,-0.374,4.150,5.005,1.526
-0.973,0.217,-0.370,2.441,5.676,2.808
-0.974,0.210,-0.368,0.671,6.287,3.784
-0.982,0.202,-0.356,-1.831,7.080,4.517
-0.985,0.196,-0.357,-4.883,8.789,5.493
-0.985,0.194,-0.371,-7.385,11.292,6.958
-0.988,0.197,-0.384,-8.972,13.000,8.179
-0.987,0.197,-0.388,-8.301,13.672,8.911
-0.980,0.199,-0.382,-6.226,13.916,9.583
-0.968,0.203,-0.368,-4.333,13.550,10.254
-0.958,0.197,-0.346,-3.479,13.245,10.559
-0.951,0.191,-0.327,-3.174,14.099,10.620
-0.943,0.184,-0.330,-3.723,15.808,10.925
-0.949,0.177,-0.342,-3.845,16.785,10.986
-0.954,0.166,-0.345,-3.723,15.930,10.742
-0.949,0.154,-0.339,-3.052,14.343,10.864
-0.933,0.135,-0.333,-1.953,14.038,11.169
-0.918,0.119,-0.337,-0.977,14.954,11.414
-0.899,0.106,-0.336,-1.343,15.747,11.902
-0.890,0.103,-0.325,-2.136,15.686,12.329
-0.882,0.109,-0.314,-3.113,14.954,12.085
-0.870,0.125,-0.308,-2.991,14.038,11.230
-0.867,0.126,-0.320,-1.404,13.733,9.949
-0.820,0.129,-0.281,-2.014,12.207,9.155
-0.844,0.104,-0.283,-0.671,14.160,10.010
-0.832,0.116,-0.272,0.488,17.761,11.047
-0.844,0.111,-0.278,2.502,20.935,12.146
-0.837,0.104,-0.266,4.272,22.095,12.756
-0.832,0.091,-0.260,5.615,20.813,12.634
-0.827,0.089,-0.259,5.310,18.555,12.329
-0.825,0.087,-0.261,5.127,16.602,12.146
-0.825,0.090,-0.263,6.409,15.320,11.536
-0.825,0.093,-0.254,7.446,14.099,11.230

-1.053,0.333,-0.438,-23.315,-22.400,25.391
-1.088,0.317,-0.439,-21.179,-18.494,29.419
-1.105,0.303,-0.367,-20.813,-15.869,31.677
-1.142,0.300,-0.453,-20.813,-7.996,36.133
-1.102,0.291,-0.492,-20.813,-2.197,38.513
-1.076,0.278,-0.512,-19.897,-1.282,38.879
